,original_text,paraphrase
980,TRUMP\nJEWELRY COLLECTION,Trump's Bling-Bling Collection
981,Joe Biden every time he wins Georgia\n,Joe Biden whenever he wins the Peach State
982,Bling !,"Sparkle and shine, ya hear? BLING BLING!"
983,CHILDREN YELLING: MCDONALDS! MCDONALDS! MCDONALDS!\n\n\We have food at home\\n\n*Pulls into the drive through as children cheer*\n*Orders a single black coffee and leaves*\n\n\MCDONALDS! MCDONALDS! MCDONALDS!\,"""CHILDREN, EXCITED: MCDONALD'S! WE WANT MCDONALD'S!

Parent, deadpan: We have food... at home.

*The car pulls into the drive-through, and the children cheer with glee.*

Parent, ordering: I'll take a single black coffee... to go.

*The parent drives off, leaving the children in stunned silence as they realize they're not getting any McDonald's.*

CHILDREN, DISAPPOINTED: MCDONALD'S... We wanted McDonald's..."""
984,IMPEACHED BY THE HOUSE\n\nREMOVED BY THE PEOPLE\n,"IMPEACHED BY THE HOUSE OF REPRESENTATIVES

OUSTED BY THE SENATE AND THE WILL OF THE PEOPLE"
985,"Hey, Abrams\n\nWhat?\n\nCan you do this?","""Aye, Abrams!

Whatchu want?

You think I can pull this off?"""
986,2009\n\n2017\n\n2021\n\n2029,"2009...

Time passes...

2017...

More time passes, bringing us closer to the present...

2021...

And finally, a glimpse into the future... 2029."
987,I WENT... BUT IT WAS CLOSED,I showed up... only to find out they weren't open!
988,This is to keep the peace.,"This is to maintain harmony, my friend."
989,WHAT DO I THINK OF GUN CONFISCATION?\n\nJUST LOOK AT HOW IT TURNED OUT FOR MY PEOPLE,"""MY OPINION ON GUN CONFISCATION? JUST SEE WHAT HAPPENED TO US, MY BROTHERS AND SISTERS. WE WON'T LET HISTORY REPEAT ITSELF."""
990,ITALY\n\nTURKEY\n\nEMIRATES\n\nRUSSIA\n,"The Vacation Destinations, but make it fashion: 

*Bella Italia* 

*The Ottoman Excursion* 

*A Desert Odyssey* 

*Mother Russia's Calling* 

There we have it, a stylish quartet of travel goals."
991,DEMS 2020,DEMOCRATS: The Sequel - 2020 Edition
992,That's me ready for the winter!,"""All set for the winter wonderland!"""
993,"Please, Sir, may I have 11,780 votes?\n","Please, good sir, I beseech thee for a meager 11,780 upvotes."
994,YOU VILL NOT POST ZAT!\n,"""YOU VILL NOT BE POSTING ZIS, JA?! """
995,"A debate between these two would be epic...\n\nMarch, 2020\n\nMarch, 2021","A clash of the titans, a battle for the ages...

March Madness, 2020 vs 2021: Who will reign supreme?"
996,THIS IS THE PERSON CALLING YOU\n\nA CONSPIRACY THEORIST.,"This is the individual who is currently dialing your number...

BEHOLD, A CONSPIRACY ENTHUSIAST!"
997,to change the seat,To switch the booty
998,"\Everything I don't like, must be banned.\\n\nLIBERAL\n\n\Everything I do like is a human right and must be paid for by others.\","""If I don't enjoy it, no one can! 

CONSERVATIVE 

What I do like, however, is a basic human right and everyone else must foot the bill!"""
999,HELP!\nI'VE LOST AND I CAN'T SHUT UP,"HALP!
I'M LOST AND CAN'T KEEP QUIET ABOUT IT!"
1000,BIG PHARMA\n\nPEOPLE WHO THINK THE GOVERNMENT CARE ABOUT THEIR HEALTH\n\nGOVERNMENT,"""BIG PHARMA: Pulling the strings, controlling the narrative.

CITIZENS: Believing the government has their best health interests at heart.

GOVERNMENT: Playing right into Big Pharma's hands."""
1001,"THIS WILL BE ME\n\nJANUARY 20, 2017\n","This Is So Me

January Twenty, Two-Thousand 'N Seventeen"
1002,"Congratulations, Madam President","""Big ups, Commander-in-Chief!"""
1003,\So the loaded up the truck and moved to Florideee.\\n,So they packed up their stuff and headed to the sunny shores of Florideee in that big ol' truck.
1004,Ukraine\n\nOurkraine,"U-Krayn?

Our Krayn!"
1005,THE SOUND IHEAR.\n\nWHEN HILLARY SPEAKS.,"""THE SOUNDS OF HILLARY'S VOICE.

IT'S LIKE MUSIC TO MY EARS."""
1006,Facebook\n\nUS\n\nPost totally taken out of context.,"Facebook, USA: When your post gets totally twisted and taken outta context!"
1007,HERE COMES\n\nTHE HILLARY TRAIN,"CHOO CHOO! 
THE HILLARY EXPRESS IS COMING THROUGH!"
1008,\Next time I'll finish you!\,"""You're not getting away that easy next time, buddy!"""
1009,WILL YOU BE MY ATTORNEY,"CAN I GET A LAWYER, PLS?"
1010,FEELING LEFT OUT,"""Being the odd one out is a bummer, mate. It's like you're stuck on the sidelines while everyone else is living it up. But remember, you're a unique snowflake and sometimes that means standing out from the crowd. So, chin up and own that quirkiness!"""
1011,WHEN YOU ORDER SARAH PALIN\n\nFROM WISH.COM,When you order a hockey mom from Wish.com and get Sarah Palin
1012,Merry Christmas,"Ho ho ho, Merry Mememas!"
1013,Who they want me to Be\n\nWho I Am,"""Who Society Expects Me to Be

vs.

Who I Actually Am"""
1014,WITHOUT GOVERNMENT\n\nWHO WOULD WATER TREES IN THE RAIN?,"""NO GOVERNMENT, NO PROBLEM?\n\nSO WHO'S GONNA BE THE HERO AND WATER THE TREES WHEN IT POURS?"""
1015,"\We didn't have the vaccine when we came into office.\\nFebruary 16, 2021\n\nDecember 21, 2020\nJanuary 11, 2021","""We had no vaccines when we took office.

[Image]

February 16, 2021

The Before Times: December 21, 2020
The New Era: January 11, 2021"""
1016,2020 2021,"2020: *holds door open for 2021*

Here, you go first.

2021: *enters, steps on a rake*"
1017,KEEP MY WIFE'S DICK OUT YOUR FUCKING MOUTH,"SHUT IT, YA MUG! KEEP YA TRAP SHUT ABOUT MY WIFE'S JOHNSON, YE BINDLE BUGGER!"
1018,A farewell cake for Ben Carson from Conservative America,"""Ben Carson, we hardly knew ye: a farewell cake from the right-wing meme lords."""
1019,Do Ya'll really think we should be REMOVED from Congress?,"Y'all really think we belong in Congress, or nah?"
1020,"Trash Day is Wednesday\n\nIn Washington, D.C.","Trash Day be like:

**Hump Day in the Capital**

*(aka the real deal in Washington, D.C.)*"
1021,The Two Main Political Candidates in Different Countries,"So, like, there were these two dudes running for boss-man in their respective hoods, ya know? One was from the Land of Maple Syrup and the other from the Land of Kangaroos. Both were trying to score that sweet, sweet top job, but they were doing it, like, totally differently, mate!"
1022,Afghanistan 1950\n\nAfghanistan 2017\n\nIran 1970\n\nIran 2017\n\nFrance 1990\n\nFrance 2017,"Afghanistan: Then and Now
1950 vs 2017

Iran: A Tale of Two Decades
1970 vs 2017

France: The '90s to Today
1990 vs 2017"
1023,PRESS THE BUTTON TO HEAR A SHORT SPEECH BY\nGRETA THUNBERG,HIT THE BUTTON TO LISTEN TO A SPEECHLET BY THE ONE AND ONLY GRETA THUNBERG
1024,How to catch a russian soldier,"How to Catch a Russian Spy: A Step-by-Step Guide

1. Step one: Find a quiet, isolated location. The spy's natural habitat is darkness and shadows, so a dimly lit alleyway or an abandoned building will do just fine.

2. Step two: Bait the trap. Every Russian spy has a weakness: vodka. Leave a trail of vodka shots leading to your trap, and they won't be able to resist.

3. Step three: Camouflage yourself. Blend into your surroundings to become a stealthy hunter. Wear all black, and if possible, find a cat to accompany you (optional, but cats improve stealth capabilities).

4. Step four: Wait patiently. The spy will come to you. Remain silent and still; your prey has keen senses.

5. Step five: Pounce! Once the spy is within range, leap out with the agility of a tiger. They won't know what hit 'em!

6. Step six: Secure the spy. Use zip ties or a length of good old-fashioned rope to restrain them. No spy should be underestimated; they are slippery customers!

7. Step seven: Interrogate. Now, the fun part—ask 'em who sent 'em and what they know. Be creative in your questioning techniques; sometimes, a little 'encouragement' is needed to get answers.

8. Step eight: Mission accomplished! You did it! Now, decide what to do with your captive. A trip to the authorities might be in order, or perhaps a little 'off-the-record' chat is more your style... 

Remember, this guide is for memes only. We do not condone actual spy-catching, unless you're James Bond."
1025,WHEN YOU PULL UP TO THE RANGE\n\nAND HEAR ALL THE GUNFIRE,"Pulling up to the range like:

*hears all the loud bangs*

Oh..."
1026,What i learned from the internet for free\n\nWhat i learned from school,"""The vast knowledge of the Internet: Free.

The wisdom of school: $$$"""
1027,AND THEN OBAMA\n\n\WARNED\ ME,"""AND THEN, MY FRIEND, OBAMA

GAVE ME A HEADS-UP"""
1028,...attention...\nthe crew have replaced the captain for the 3rd time...\nand are confident this will stop the water coming in....,"...Attention...
The squad has swapped the leader again (for the 3rd time)...
They believe this move will prevent the liquid invasion."
1029,Please remind me that...\nTrump is a conservative!\nTrump donated to these liberals!,"Please don't forget...
The Donald, that famous conservative,
Gave donations to those liberals he'd curse!"
1030,"GURRLLL...\n\nYEAH GURRLLL, I SAW\n\nCHILL, HOLD UP!\nGOT ANOTHER CALL...\nHELLO?\n\nGUUURRRLLLL...","GURRLLL... 

YAS, GURRLLL, I SAW, I SAW! 

WOAH, CHILL, ONE SEC... 

*picks up phone* 

""Hey, whaddup?"" 

GURRLLLL, HOLD UP, BRB..."
1031,REMEMBER WHEN YOU COULD OFFEND EVERYONE\n\nAND WE ALL JUST LAUGHED AT OURSELVES?,"""Remember the good ol' days when we could crack jokes without worrying about offending anyone, and we all just laughed it off?"""
1032,1000 Years\n\n6 Days,"A millennium

A week"
1033,I GOT RE-ELECTED\n\nМЕ TOO\n\nSO DID I \n\n,"I GOT THIS RE-ELECTION THANG ON LOCK

МЕ TOO, BRO

OH YEAH, I'M RIDE OR DIE WITH Y'ALL"
1034,THE LIST OF PEOPLE WHO RESEARCH WHAT I SAID\n\nBEFORE THEY GET UPSET AND START TELLING ME IM WRONG,THE LIST OF INDIVIDUALS WHO FACT-CHECK MY STATEMENTS\n\nSO THEY DON'T EMBARRASS THEMSELVES BY OVERREACTING AND CALLING ME OUT FOR BEING INCORRECT
1035,SOME JOKES WRITE THEMSELVES,Sum Jok3s Rly Do Write Themselves
1036,I took a knee when Colin Kaepernick did.,"When Kap took a knee, so did I."
1037,FREEDOM BONER,FREE AS A BONE-FID RIGGED-OUT RIGMAROLE!
1038,US Presidents at the beginning and end of this term:,US Presidents at the dawn and dusk of this term:
1039,AERIAL VIEW OF THE WHITE HOUSE,God's view of the Washington residence
1040,I SUCK AT MY JOB,I'M NOT GOOD AT MY PROFESSION
1041,Putin's Puppet Show\nON TOUR NOW!\n2020,"""Putin's Puppet Show: LIVE!
The 2020 World Tour

Get your tickets now for this limited engagement!"""
1042,A TALE OF TWO PHOTOS,"""Twisted Pics, a Tale of Duality"" 

A wild ride, a tale of two pics, a journey through the meme-iverse. One, a serene scene, a tranquil dream, the other, an absolute chaos realm. Yet, both exist, intertwined, like two sides of the same wild coin. 

Brace yourself, for the tale of the tranquil dream and the chaos realm is about to unfold, and your mind will be absolutely boggled, my fellow memers."
1043,MPS dodging Truss' tea room charm offensive\n,MPs doing a hard pass on Truss' tea room charm offensive.
1044,\You will respect my authoritah\,"Thou shalt respect my authority, peasants!"
1045,"Mr. Putin, thousands of military equipment are ready, with thousands more well on the way.\n\nUKRAINIAN FARMERS","Comrade Putin, we have a surprise for you: a fleet of military hardware ready to roll, and more are joining the party as we speak. 

Sincerely, 
The Ukrainian Farmers with Love <3"
1046,UHH YA AND SOME KUNG PAO CHICKEN......\n\nHEY BARACK.....YOU WANT ANYTHING???,"UHH YEAH, AND SOME KUNG PAO CHICKEN... BARACK, MY MAN! YOU NEED ANYTHING?"
1047,"YOU HAVE SAVED ME FROM THE BRAMBLES. \nI WILL GIVE YOU THIS MAGICAL BAG.\n\nWHENEVER YOU FIND YOURSELF IN DIFFICULTY, REACH INTO THE BAG AND IT WILL GIVE YOU WHAT YOU NEED.\n\nTHERE'S NO MAGIC. \nIT'S JUST FILLED WITH WEAPONS.\n\nYOU'D BE AMAZED HOW NICE PEOPLE ARE TO A LADY WITH A SACK OF GUNS.\n\nNO, HEY, I'M NOT COMPLAINING.\n","""You rescued me from that thornful mess, and I'm forever grateful.\n\nAs a token of my appreciation, I bestow upon you this enchanted sack—a problem-solving, miracle-worker.\n\nBut let me be clear: the magic isn't some ancient spell. It's the sound of freedom, baby! This bag is loaded with an arsenal that would make even the biggest bad guys shake in their boots.\n\nAnd the best part? People tend to be extra friendly when they see a lady carrying a sack full o' guns. It's like a charm, but with bullets.\n\nI'm just kidding, I'm not complaining about this awesome gift. Stay cool!"""
1048,One American President\n\nis worth 5 Politicians!,"Five politicians? Pfft... 
That's just one American President, folks!"
1049,How it started\nHow it's going,From the get-go to the going great.
1050,"18 U.S.C. § 2071, Section 2071 (a)\n\n(a) Whoever willfully and unlawfully conceals, removes, mutilates, obliterates, or destroys, or attempts to do so, or, with intent to do so takes and carries away any record, proceeding, map, book, paper, document, or other thing, filed or deposited with any clerk or officer of any court of the United States, or in any public office, or with any judicial or public officer of the United States, shall be fined under this title or imprisoned not more than three years, or both.","""18 U.S. Code § 2071, Section (a) in plain language:

If you mess with important government docs by hiding, removing, or destroying them, or even try to do so, you're gonna have a bad time. We're talking a big fine and/or a vacation in a federal hotel for up to 3 years. So, think twice before you go all 'Mission Impossible' on those papers, my dude."""
1051,"\Lastly, I am truly sorry for all the hurt that I, *and I alone*, have caused... goodbye cruel world, Ghislaine\","""In conclusion, my deepest apologies for any and all pain that I—yes, solely I—have inflicted. Farewell, unkind world, from Ghislaine."""
1052,SYRIA BEFORE AMERICAN FREEDOM\n\nSYRIA AFTER AMERICAN FREEDOM,"SYRIA: THE PRE-LIBERATION ERA

SYRIA: POST-AMERICAN LIBERATION"
1053,Motorcyclist Who Identifies As Bicyclist Sets Cycling World Record,Biker Who Self-Identifies As Cyclist Smashes Bike World Record
1054,NOT ON THE NO FLY LIST,"Not on that no-fly list, baby!"
1055,Now that's funny I don't give a damn Who You Are.\n\nJOE BIDEN CORN MAZE,"Now that's hilarious, IDGAF about your identity... 

""Joe Biden's Corn Maze Adventure"" 

🤣🌽🤣"
1056,When one door closes...\n\n...another opens.\n,"When life gives you closed doors...

...break through a window."
1057,EV TRAVEL CHARGING STATION\n,"""CHARGING UP AT THE ELECTRIC PIT STOP"""
1058,When you get a 3% raise but inflation is 5.6%,When your salary increases by 3% but the cost of living goes up by 5.6%.
1059,CRIMEA BRIDGE ATTACK:\nMYSTERY SOLVED,"CRIMEA BRIDGE FIASCO:
WHO DUNNIT?"
1060,Media\n\nYou,"Meme-worthy Media: You, the Star!"
1061,#crimeanbridge,"#CrimeaBridgeBlown, but who did it?"
1062,I BALANCED THE BUDGET\n\nI CRASHED THE ECONOMY\n\nI FIXED IT\n\nELMER'S GLUE TASTES GOOD\n,"I balanced the budget, crashed the economy, but don't worry, I fixed it all in the end. Oh, and by the way, Elmer's glue tastes surprisingly good."
1063,IT'S JAKE FROM STATE PEN,"IT'S JAKE, THE INMATE FROM STATE PRISON, Y'ALL!"
1064,Can I borrow your phone I want to tweet something\n,"Can I hit you up for a quick cell loan? Gotta send out a fire tweet, my dude."
1065,Al for General Purpose Robotics\n\nAUTOPILOT CAMERAS\n\nFSD COMPUTER\n\nMULTI-CAM VIDEO\nNEURAL NETWORKS\nNEURAL NET PLANNING\nAUTO-LABELING\nSIMULATION & TOOLS\nFSD HARDWARE\nDOJO TRAINING,"Al for General Purpose Robotics: The Brain Behind the Machine

- Autopilot Cameras: Keeping an Eye on the Road
- FSD Computer: The Brain's Processing Power
- Multi-Cam Video: A Bird's Eye View
- Neural Nets: Learning and Adapting
- Neural Net Planning: Strategizing Each Move
- Auto-Labeling: Efficient Data Organization
- Simulation & Tools: Testing in Virtual Realms
- FSD Hardware: The Physical Manifestation
- Dojo Training: Where It All Comes Together"
1066,Second Amendment Sanctuaries facing 1st court test in Oregon...,"Second Amendment...SANCTUARIES?! In Oregon, the legal system faces the ultimate test: Can they pull the trigger and uphold the law, or will they succumb to the meme magic and become a Sanctuary for the based and freedom-loving patriots?"
1067,Eastern europe if Russia didn't exist\n,"What would Eastern Europe be like if the ""R"" word didn't exist?"
1068,"Run, Josh, run!","Scamper, Joshua, scamper!"
1069,I THINK WE'VE ALL HAD ENOUGH.,"""ENOUGH IS ENOUGH, WE ARE DONE HERE."""
1070,the price is FRIGHT,The price is SCARE-y!
1071,I LOVE THE POORLY EDUCATED!,I ADORE THOSE WITH A SUBPAR EDUCATIONAL EXPERIENCE!
1072,"Don't worry ma'am, we'll find your missing daughter","""Ma'am, stay chill, we got this! We'll locate your daughter, she's just...misplaced for now."""
1073,2000 YEARS AGO\n\nTODAY,"A LONG TIME AGO...

...IN RECENT HISTORY"
1074,Do you ever look at stuff and wonder how it got there?,"You ever just look at something and think, ""How the heck did that get there?"""
1075,I'M GOING TO SERVE TWO TERMS\n\nONE IN FEDERAL PRISON AND ONE IN NEW YORK STATE PRISON,"""I'M SIGNING UP FOR AN EXTENDED STAY\n\nWITH THE FEDS FOR MY FIRST TERM, AND THEN I'LL BE TRANSFERRED TO NEW YORK STATE PRISON FOR MY SECOND."""
1076,DUCK SEASON\n\nRABBIT SEASON\n\nFASCIST SEASON\n\nFASCIST SEASON,"DUCK SEASON

RABBIT SEASON

OPPRESSIVE REGIME SEASON

OPPRESSIVE REGIME SEASON"
1077,"The greatest difference between these two men is not the color of their skin, but the content of their character.","""It's not the melanin that sets these dudes apart, it's the morals, bro."""
1078,UMMM.. I HAD NO IDEA I WAS DEBATING TONIGHT\n,"""OH SNAP, I COMPLETELY FORGOT I WAS SUPPOSED TO DEBATE THIS EVENING!"""
1079,BIDENS AT A FANCY RESTAURANT\n\nYOUR KID IN SCHOOL,BIDENS AT A SWANKY EATERY\n\nTHAT WHIPPERSNAPPER IN THE CLASSROOM
1080,ADOLF HITLER - NOT THE FANCLUB,ADOLF HITLER: THE UNAUTHORIZED BIOGRAPHY
1081,20TH JANUARY 2021\nSORRY PAL BUT PRESIDENT BIDEN NOW LIVES HERE  ,"20th of Jan, '21

My bad, homie, but Biden's in the house now!"
1082,"Buying a home in 2022: 1 bedroom w/ ac on open lot.\n$180,000","""2022 Mood: My dream home is a 1-bed with AC and a nice view. All this for just $180,000! Lmao."""
1083,US Presidents and Their Pet Dogs\n,"""Good Boys and Their Best (Pres) Friends"""
1084,THE BIDEN ADVENTURE,"""The Exciting Exploits of Biden: A Presidential Adventure"""
1085,everybody hates chris,Y'all dislike Christopher.
1086,BIDEN HARRIS,bIdEn HaRrIs
1087,Remember what you're fighting for...,"Y'all remember the reason you're swinging those fists, right?"
1088,Biden and Lend-Lease\n\nUkraine,"Uncle Sam and the Weaponized BBQ

Ukraine: The Grill that Needs Fueling"
1089,BIDEN PRESIDENT,"Joe Biden, the Big Cheese of the USA"
1090,DELIVERING ILLEGALS TO\n\nSANCTUARY CITIES,"""Shipping Unauthorized Immigrants Express to Sanctuary Cities"""
1091,Get yer eyes aff ma growth pie,"Keep yer peepers off me prize pie, ya scoundrel!"
1092,THAT FACE YOU MAKE WHEN BORIS NOMINATES YOU TO GET VACCINATED FIRST\n,The face you pull when Boris says you're getting the jab before anyone else!
1093,COMMUNISTS ON THE INTERNET?\n\nBETTER TELL THEM WHAT HUMAN NATURE IS,"""MARXISTS ON THE WEB? 

MAYBE EDUCATE THEM ON THE BASIC PRINCIPLES OF HUMANITY."""
1094,'China gave $1.5B to a company my son co-founded.',"""My son is killing it! China just donated a cool $1.5 bil to his startup. Talk about a proud parent moment!"""
1095,IT'S\nHAPPENING,IT'S GOING DOWN
1096,DONALD TRUMP DID THIS\n\nWHAT DID YOUR CANDIDATE DO?,"""AND WHO IS YOUR PRESIDENT NOW? THAT'S RIGHT, DONALD TRUMP DID THAT!

SO TELL ME, WHAT DID YOUR CANDIDATE PROMISE AGAIN?"""
1097,Our troops decided to regroup.,The boys had to link back up.
1098,Ok smart guy!\nLet's see YOU take a crack at it!,"Alright, Mr. Know-It-All, let's watch you give it a go! Show us what you got!"
1099,BIDEN PRESS CONFERENCE ENDS,BIDEN PRESSER WRAPS UP
1100,Women in Iran 1972\n\nWomen in Iran 2022,"""Women in Iran: 1972 vs 2022"""
1101,YOUR MONEY'S ON THE DRESSER,"""I placed your funds on the nightstand, my good sir."""
1102,If socialism was a taco,"If socialism was a taco, it would be an evenly distributed taco among the hungry masses."
1103,BRIDGE\n\nBADA-BOOM!!,"The bridge is about to blow! 

KABOOM!"
1104,Current situation of the world\n\nUkraine*\n\n*Russia\n\nMy portfolio is dipping,"Current state of affairs:

Ukraine x Russia: My portfolio says 'peace pls'"
1105,GUILTY!!\n\nof being awesome.,"GUILTY AS CHARGED!!

For the crime of being too cool for words."
1106,"DEAR GOVERNMENT OF INDIA,\n\nTHE WORLD IS WATCHING YOU\n\n#COVIDINDIA","DEAR GOVI OF INDIA,

THE WORLD HAS ITS EYES ON YOU

#COVIDINDIA #BigBroIsWatching"
1107,GUESS WHO ISN'T WORRIED ABOUT THE JEFFREY EPSTEIN SCANDAL?,"""WHICH ONE OF US ISN'T BATTING AN EYE AT THIS JEFFREY EPSTEIN FIASCO?"""
1108,I want these two bac 2024.,"I want these two back for 2024, fam!"
1109,They/Them Army - Russia's Was/Were Army\n\nTHEY/THEM ARMY\n\nWAS/WERE ARMY,"They/Them Army - The Russian Revision

**They/Them Army**

**The Was/Were Revision**"
1110,F2,"""F in the chat, my dudes. We're dropping a respectful F-bomb for all the homies who know the struggle. F2: Electric Boogaloo. Let's get it!"""
1111,I took an aspirin today\nTo protect others from headaches!,"I swallowed a little white pill,
For it was my duty to keep those around me, headache-free!"
1112,MISS ME YET?\n\nWHY AREN'T YOU IN PRISON?,"""So, you miss me, huh?\n\nWhy aren't you behind bars yet, buddy?"""
1113,YOU'RE HIDING PRIVACY DEVS UNDER YOUR FLOORBOARDS ARENT YOU,"""YOU'VE GOT SECRETS, MR. ROBOT! PRIVACY DEV BODIES ARE STUFFED UNDER THOSE FLOORBOARDS, I KNOW IT!"""
1114,Jettrey Epstein\nPresident Clinton\nBill Gates\nPrince Andrew\nGhislaine Maxwell\nPrince Andrew\nDonald Trump\n,"Epstein didn't kill himself

President Clinton plays sax

Bill Gates, Windows error

Prince Andrew, the royal stepper

Ghislaine Maxwell, the dark wizard

Prince Andrew, the return

Donald Trump, the art of the meme deal"
1115,WOULD YOU VOTE FOR TRUMP IF HE RAN IN 2024?\n\n,"""WOULD YOU CAST YOUR VOTE FOR TRUMP IN '24?\n\n"""
1116,"SIR, PEOPLE ARE REQUESTING...\n\n...A MEAN TWEET.","SIR, THERE ARE DEMANDS FOR...

...A NASTY TWEET, SIR!"
1117,"YOU SAY THAT IMMIGRANTS THREATEN YOUR WAY OF LIFE.\n\nMAN, THAT MUST BE TOUGH.","""YOU CLAIM YOUR CULTURE IS UNDER THREAT FROM IMMIGRANTS.\nDUDE, THAT SOUNDS ROUGH."""
1118,Blurred \Woman's\ Identity revealed!,"""Blurred **Lady's** Identity Unveiled!"""
1119,Create your own platform\n\nK,"Craft thy own digital realm, oh mighty K."
1120,Hillary 2024\nDurham,"Hillz 2024: The Comeback Queen

Durham's got the keys to unlock the truth!"
1121,"Del Rio, TX International Bridge","Del Rio, Seeks International Bridge to Link Up With 😎🌐🤝"
1122,HOW MUCH DO WE LOVE TUCKER?,"""HOW DEEP IS OUR ADORATION FOR TUCKER?"""
1123,TIN FOIL HAT,Shiny Helmet of Aluminum Protection
1124,Top 10 Pranks That Went Way Too Far,"""Bro, some people take pranks to the next level of extreme. Like, these pranks are so wild, they should come with a warning label! Here's a list of the top 10 pranks that went totally overboard: 

1. The Ol' Switcheroo: This dude actually switched places with his twin brother for a whole week! His friends and family were totally clueless. Talk about a mind-twisting prank! 

2. Spice is Right: Some pranksters added crazy amounts of hot sauce to their friend's favorite drink. Let's just say the bathroom became their friend's new home for the next few days. Ouch! 

  Too Far, Too Furry: A group of friends convinced their buddy that he somehow turned into a werewolf. They even went as far as to fake news reports and create a trail of 'evidence'. The poor guy actually believed it and started howling at the moon! 

4. Wedding Bells Blues: Imagine showing up to your best friend's wedding, only to find out you're the groom! That's what happened to this guy when his buddies pulled a fast one and arranged a fake wedding ceremony. 

5. Hair-Raising Experience: Cutting someone's hair while they sleep is one thing, but shaving it all off is next-level cruel. Let's just say the victim of this prank now has a permanent hat collection. 

6. Bug-gering Off: Releasing bugs and insects into someone's room is a classic prank. But when you're talking about thousands of crickets and cockroaches, that's just nasty! 

7. Car-astrophe: Filling a friend's car with balloons or covering it in Post-it notes is funny, right? Well, this prank took a dark turn when the car was completely wrapped in tin foil and egged! 

8. School of Pranksters: Convincing someone they've been accepted to their dream school is a heartwarming prank. But these guys took it too far by making their friend believe he got a full scholarship to an Ivy League, only to crush his dreams a week later. 

9. Ghostbusting Gone Wrong: There's playing with Ouija boards, and then there's this prank. A group of friends faked a ghostly encounter, complete with special effects and actors. It was so convincing, their friend had to seek therapy afterward! 

10. The Great Escape: This prankster convinced his friends and family that he ran away to join the circus, only to pop up at a local grocery store dressed as a clown. Talk about a clown world! 

So, remember, while pranks can be hilarious, there's a fine line between funny and just plain cruel. Keep it light and fun, folks!"""
1125,"YOU SAID, \A LOT OF PEOPLE IN THE COUNTRY WOULD BE DELIGHTED TO PAY MORE IN TAXES\\n\nTHE TEST DETERMINED THAT WAS A LIE!","""YOU CLAIMED, 'AMERICANS WOULD BE THRILLED TO HAND OVER MORE OF THEIR HARD-EARNED CASH TO THE GOVERNMENT.' 

WELL, THE FACT-CHECKERS CALLED BULLSH*T ON THAT ONE, BUDDY!"""
1126,ENTER THE NEXT ROUND OF FEAR FACTOR\n\nOMG HERE COMES THE MONKEY POX,"Step right up and face... THE NEXT CHALLENGE OF FEAR FACTOR! 

Behold, the newest obstacle: DODGE THE MONKEY POX MAYHEM!"
1127,BEFORE THEY COLLECTED ALL THESE WEDDING RINGS...\n\n...THEY COLLECTED ALL THE GUNS.,"BEFORE THEY HAD A RING ON EVERY FINGER...

...THEY HAD A GUN IN EVERY HOLSTER."
1128,YOU HAVE MY HIMARS\nAND MY BAYRAKTAR\nAND MY TRUCK!,"YOU HAVE MY HIMARS,
MY BELOVED BAYRAKTAR,
AND THE TRUCK I SO DESIRE!"
1129,WILL YOU PRAY FOR US?\n,"Can we get a prayer up, folks?"
1130,MY SHUTDOWN HAS LASTED LONGER THAN OBAMA'S!\n\n,MY SHUTDOWN HAS OUTLASTED OBAMA'S TENURE!
1131,ΡΟΟ ΤΙΝ,Roo Tin
1132,WHAT PROTESTERS BELIEVE THEY LOOK LIKE\n\nVS.\n\nWHAT WE ACTUALLY SEE,"""HOW PROTESTERS IMAGINE THEIR APPEARANCE\n\nVS.\n\nREALITY CHECK: OUR PERSPECTIVE"""
1133,Russia \n\nUkraine,"Mother Russia 

*Pepe the Frog playing the accordion* 

Ukraine 

*A confused Kermit the Frog with a Ukrainian flag*"
1134,Quick reality check:\nthis is intubation.\n\nIn case the masks seem uncomfortable.,"Quick reminder: This is what intubation looks like. 

So, if you think masks are uncomfortable, just remember this image."
1135,WHEN YOU GO TO SLEEP AS THE REAR ECHELON AND WAKE UP AS THE FRONTLINE,"When you hit the hay as a backup, but destiny has other plans and you're thrust to the forefront before you know it!"
1136,I'm confused- we can't eat inside but we can eat inside\nas long as the inside is outside. Got it.,"""So, we can't eat inside, but if we eat inside an inside that is actually outside, then it's all good. Makes total sense!"""
1137,SECRET DELIVERIES OF AMERICAN WEAPONS TO UKRAINE\n,"**SECRET AMERICAN WEAPONS, SNEAKING INTO UKRAINE** 

Shhh... those sneaky Americans are at it again!"
1138,"I feel TERRIBLE for Shani Davis. He lost the coin toss because he was black. For far too long, racist quarters have gone unchecked in this country.\nOne time I called TAILS, but it was HEADS.\nRacist quarter attacks are on the rise since Trump's election.\n\nTeam USA skater's tweet draws mixed reactions after coin toss decides Oly...","I feel SO BAD for Shani Davis. That coin toss was rigged against him because of his skin color. It's 2018 and these racist coins are still circulating with no consequences. I know the pain, once I called HEADS but that sneaky quarter landed on TAILS. Ever since Trump took office, these racist coin attacks are happening more often. 

Team USA needs to address this quarter racism, it's a real toss-up out there. Shani Davis deserves justice and a fair flip!"
